radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_dt,updated_dt,network_type,provider,governorate,district,elevation_m
UMTS,415,1,5102,377852,460,35.7939,33.7078,11017,29,1,1449320855,1727252480,0,2015-12-05 13:07:35+00:00,2024-09-25 08:21:20+00:00,3G,Alfa,Bekaa,West Bekaa,894
UMTS,415,1,5102,378713,284,35.8911,33.7667,1615,4,1,1449329801,1722701227,0,2015-12-05 15:36:41+00:00,2024-08-03 16:07:07+00:00,3G,Alfa,Bekaa,West Bekaa,893
UMTS,415,1,5102,378512,10,35.7467,33.6652,1527,63,1,1458839835,1722938112,0,2016-03-24 17:17:15+00:00,2024-08-06 09:55:12+00:00,3G,Alfa,Bekaa,West Bekaa,963
UMTS,415,1,5102,382711,101,35.7582,33.8115,1000,8,1,1431482773,1727249945,0,2015-05-13 02:06:13+00:00,2024-09-25 07:39:05+00:00,3G,Alfa,Mount Lebanon,Baabda,1530
UMTS,415,1,5102,363141,124,35.7333,33.7964,3923,20,1,1458839833,1727249944,0,2016-03-24 17:17:13+00:00,2024-09-25 07:39:04+00:00,3G,Alfa,Mount Lebanon,Baabda,1371
UMTS,415,1,5102,382773,65,35.8435,33.8153,1674,23,1,1393038069,1727250604,0,2014-02-22 03:01:09+00:00,2024-09-25 07:50:04+00:00,3G,Alfa,Bekaa,Zahle,950
UMTS,415,1,5102,378031,353,35.886,33.8177,2272,39,1,1458839835,1726309205,0,2016-03-24 17:17:15+00:00,2024-09-14 10:20:05+00:00,3G,Alfa,Bekaa,Zahle,918
UMTS,415,3,901,19747949,404,35.5134,33.8969,1000,22,1,1400127561,1751919364,0,2014-05-15 04:19:21+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,39
UMTS,415,3,902,19844203,100,35.4935,33.8546,1000,38,1,1446644040,1725390183,0,2015-11-04 13:34:00+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,65
UMTS,415,3,901,19757424,326,35.5142,33.8925,1000,14,1,1458839841,1725390182,0,2016-03-24 17:17:21+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,91
UMTS,415,3,901,19756447,504,35.5115,33.8929,1000,21,1,1387527418,1725390182,0,2013-12-20 08:16:58+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,77
UMTS,415,3,901,19757969,321,35.5197,33.8885,1000,2,1,1436879665,1751919364,0,2015-07-14 13:14:25+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,120
UMTS,415,3,902,19812964,322,35.4941,33.8649,1000,18,1,1440760427,1725390183,0,2015-08-28 11:13:47+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,77
UMTS,415,3,901,19789367,434,35.4997,33.8941,1000,3,1,1458839845,1725390182,0,2016-03-24 17:17:25+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,86
UMTS,415,3,902,19844204,101,35.4939,33.8452,1466,27,1,1446644040,1725390183,0,2015-11-04 13:34:00+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,60
UMTS,415,3,901,19757972,322,35.5195,33.8881,1000,5,1,1458839842,1751919364,0,2016-03-24 17:17:22+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,124
UMTS,415,3,901,19747968,323,35.5199,33.8892,1000,5,1,1458839839,1751919364,0,2016-03-24 17:17:19+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,110
UMTS,415,3,901,19749608,153,35.5007,33.8918,1000,10,1,1458839839,1725390182,0,2016-03-24 17:17:19+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,84
UMTS,415,3,901,19756678,289,35.5309,33.8983,1000,15,1,1458839841,1751919364,0,2016-03-24 17:17:21+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,41
UMTS,415,3,901,19757419,326,35.5138,33.892,1000,12,1,1458839841,1751919364,0,2016-03-24 17:17:21+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,92
UMTS,415,3,901,19759613,153,35.5003,33.8905,1198,15,1,1458839843,1725390182,0,2016-03-24 17:17:23+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,95
UMTS,415,3,901,19747418,0,35.5176,33.8901,1000,3,1,1458839838,1751919364,0,2016-03-24 17:17:18+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,115
UMTS,415,3,901,19756677,288,35.5299,33.8988,1000,8,1,1458839841,1751919364,0,2016-03-24 17:17:21+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,40
UMTS,415,3,901,19759794,22,35.5601,33.8955,1000,14,1,1458839843,1751919364,0,2016-03-24 17:17:23+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Mount Lebanon,El Meten,35
UMTS,415,3,902,19812963,321,35.4939,33.8615,1000,11,1,1440760427,1725390183,0,2015-08-28 11:13:47+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,71
UMTS,415,3,902,19844725,166,35.4941,33.841,1000,44,1,1446644040,1725390183,0,2015-11-04 13:34:00+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,59
UMTS,415,3,901,19757973,323,35.5207,33.8878,1000,11,1,1458839842,1751919364,0,2016-03-24 17:17:22+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,126
UMTS,415,3,902,19844726,167,35.4937,33.8466,1000,14,1,1438591088,1725390183,0,2015-08-03 08:38:08+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,58
UMTS,415,3,914,19948575,177,35.826,34.4488,1000,20,1,1458870934,1737013202,0,2016-03-25 01:55:34+00:00,2025-01-16 07:40:02+00:00,3G,Touch,North,Tripoli,26
UMTS,415,3,914,19986905,112,35.8228,34.4239,934,27,1,1458870936,1737013083,0,2016-03-25 01:55:36+00:00,2025-01-16 07:38:03+00:00,3G,Touch,North,Tripoli,31
UMTS,415,3,921,19747387,72,35.5408,33.8824,2125,9,1,1444400103,1751919365,0,2015-10-09 14:15:03+00:00,2025-07-07 20:16:05+00:00,3G,Touch,Mount Lebanon,El Meten,35
UMTS,415,3,921,19757395,74,35.5437,33.8827,500,30,1,1458870937,1751919365,0,2016-03-25 01:55:37+00:00,2025-07-07 20:16:05+00:00,3G,Touch,Mount Lebanon,El Meten,44
UMTS,415,3,914,19948348,143,35.8333,34.4471,1000,21,1,1458870934,1737013202,0,2016-03-25 01:55:34+00:00,2025-01-16 07:40:02+00:00,3G,Touch,North,Tripoli,34
UMTS,415,3,914,19986906,113,35.8226,34.4163,1000,14,1,1440027027,1737013082,0,2015-08-19 23:30:27+00:00,2025-01-16 07:38:02+00:00,3G,Touch,North,El Koura,30
UMTS,415,3,921,19757557,10,35.5687,33.8993,1000,15,1,1458870937,1751919368,0,2016-03-25 01:55:37+00:00,2025-07-07 20:16:08+00:00,3G,Touch,Mount Lebanon,El Meten,30
UMTS,415,3,914,19986908,115,35.8169,34.4067,1167,25,1,1458870936,1737013082,0,2016-03-25 01:55:36+00:00,2025-01-16 07:38:02+00:00,3G,Touch,North,El Koura,38
UMTS,415,3,921,19759787,20,35.5628,33.8958,500,47,1,1458870938,1751919367,0,2016-03-25 01:55:38+00:00,2025-07-07 20:16:07+00:00,3G,Touch,Mount Lebanon,El Meten,33
UMTS,415,3,914,19943486,169,35.821,34.4393,1162,36,1,1458870934,1737013202,0,2016-03-25 01:55:34+00:00,2025-01-16 07:40:02+00:00,3G,Touch,North,Tripoli,25
UMTS,415,3,921,19786663,53,35.5544,33.8896,500,47,1,1458870939,1751919367,0,2016-03-25 01:55:39+00:00,2025-07-07 20:16:07+00:00,3G,Touch,Mount Lebanon,El Meten,34
UMTS,415,3,921,19786683,173,35.5576,33.8916,1621,50,1,1400130795,1751919367,0,2014-05-15 05:13:15+00:00,2025-07-07 20:16:07+00:00,3G,Touch,Mount Lebanon,El Meten,34
UMTS,415,3,914,19943487,170,35.8239,34.4456,997,27,1,1391343121,1737013202,0,2014-02-02 12:12:01+00:00,2025-01-16 07:40:02+00:00,3G,Touch,North,Tripoli,27
UMTS,415,3,932,19815189,83,35.4942,33.8276,1521,31,1,1458870944,1725390184,0,2016-03-25 01:55:44+00:00,2024-09-03 19:03:04+00:00,3G,Touch,Mount Lebanon,Baabda,35
UMTS,415,3,932,19824908,168,35.5386,33.8516,1000,11,1,1458870945,1739349721,0,2016-03-25 01:55:45+00:00,2025-02-12 08:42:01+00:00,3G,Touch,Mount Lebanon,Baabda,141
UMTS,415,3,932,19842153,324,35.4945,33.8351,1000,10,1,1458870947,1725390183,0,2016-03-25 01:55:47+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,54
UMTS,415,3,932,19844275,334,35.4958,33.832,1000,6,1,1458870947,1751919370,0,2016-03-25 01:55:47+00:00,2025-07-07 20:16:10+00:00,3G,Touch,Mount Lebanon,Baabda,50
UMTS,415,3,932,19854273,332,35.4992,33.8231,1629,12,1,1458870948,1751919370,0,2016-03-25 01:55:48+00:00,2025-07-07 20:16:10+00:00,3G,Touch,Mount Lebanon,Baabda,33
UMTS,415,3,932,19815188,82,35.4948,33.832,4890,14,1,1458870944,1725390183,0,2016-03-25 01:55:44+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,46
UMTS,415,3,932,19814908,0,35.5503,33.846,4961,15,1,1458870944,1739349721,0,2016-03-25 01:55:44+00:00,2025-02-12 08:42:01+00:00,3G,Touch,Mount Lebanon,Baabda,256
UMTS,415,3,932,19854278,0,35.5007,33.8295,1000,9,1,1458870948,1751919370,0,2016-03-25 01:55:48+00:00,2025-07-07 20:16:10+00:00,3G,Touch,Mount Lebanon,Baabda,41
UMTS,415,3,932,19815184,83,35.4931,33.8275,1000,27,1,1458870944,1725390184,0,2016-03-25 01:55:44+00:00,2024-09-03 19:03:04+00:00,3G,Touch,Mount Lebanon,Baabda,37
UMTS,415,3,932,19844273,332,35.4995,33.8297,1000,6,1,1458870947,1751919370,0,2016-03-25 01:55:47+00:00,2025-07-07 20:16:10+00:00,3G,Touch,Mount Lebanon,Baabda,35
UMTS,415,3,932,19825189,83,35.4939,33.8267,1000,16,1,1458870945,1725390184,0,2016-03-25 01:55:45+00:00,2024-09-03 19:03:04+00:00,3G,Touch,Mount Lebanon,Baabda,33
UMTS,415,3,932,19842155,325,35.4949,33.8364,1000,17,1,1458870947,1725390183,0,2016-03-25 01:55:47+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Mount Lebanon,Baabda,55
LTE,415,3,113,1903880,0,35.5975,33.9142,2979,9,1,1482041078,1755264542,0,2016-12-18 06:04:38+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,103
LTE,415,3,113,1879046,0,35.6014,33.9166,1294,27,1,1487759169,1755264543,0,2017-02-22 10:26:09+00:00,2025-08-15 13:29:03+00:00,4G,Touch,Mount Lebanon,El Meten,170
LTE,415,3,113,1879047,0,35.5914,33.9178,957,26,1,1487759169,1755264542,0,2017-02-22 10:26:09+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,55
LTE,415,3,111,1795592,0,35.5334,33.8672,500,29,1,1458593316,1751919366,0,2016-03-21 20:48:36+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,40
LTE,415,3,111,1795591,0,35.5464,33.8737,8473,16,1,1458593316,1751919365,0,2016-03-21 20:48:36+00:00,2025-07-07 20:16:05+00:00,4G,Touch,Mount Lebanon,El Meten,62
UMTS,415,3,921,19786677,172,35.5625,33.8944,500,50,1,1400476240,1751919367,0,2014-05-19 05:10:40+00:00,2025-07-07 20:16:07+00:00,3G,Touch,Mount Lebanon,El Meten,39
UMTS,415,3,921,19757558,11,35.5662,33.8968,500,50,1,1431163709,1751919367,0,2015-05-09 09:28:29+00:00,2025-07-07 20:16:07+00:00,3G,Touch,Mount Lebanon,El Meten,31
GSM,415,3,703,16872,0,36.015,33.8683,5626,6,1,1460221541,1768074421,0,2016-04-09 17:05:41+00:00,2026-01-10 19:47:01+00:00,2G,Touch,Bekaa,Zahle,960
LTE,415,3,803,1819144,0,35.533,33.8881,1000,23,1,1458593317,1751919366,0,2016-03-21 20:48:37+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,34
UMTS,415,1,3106,409977,220,35.5165,33.8965,1000,11,1,1460293805,1727248144,0,2016-04-10 13:10:05+00:00,2024-09-25 07:09:04+00:00,3G,Alfa,Beirut,Beirut,40
LTE,415,3,802,1801991,0,35.5208,33.891,1000,12,1,1461012728,1751919366,0,2016-04-18 20:52:08+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Beirut,Beirut,95
GSM,415,3,612,533,0,35.6498,34.2125,2167,40,1,1461019615,1727704082,0,2016-04-18 22:46:55+00:00,2024-09-30 13:48:02+00:00,2G,Touch,North,El Batroun,45
UMTS,415,3,932,19824903,168,35.539,33.852,1000,9,1,1461644934,1739349721,0,2016-04-26 04:28:54+00:00,2025-02-12 08:42:01+00:00,3G,Touch,Mount Lebanon,Baabda,147
LTE,415,3,802,2034695,0,35.5225,33.8931,1000,12,1,1461874112,1725390182,0,2016-04-28 20:08:32+00:00,2024-09-03 19:03:02+00:00,4G,Touch,Beirut,Beirut,92
UMTS,415,1,5102,383471,164,35.8585,33.7279,1000,86,1,1463245718,1726301523,0,2016-05-14 17:08:38+00:00,2024-09-14 08:12:03+00:00,3G,Alfa,Bekaa,West Bekaa,889
GSM,415,3,610,3511,0,35.573,33.9022,1215,50,1,1463611741,1737484622,0,2016-05-18 22:49:01+00:00,2025-01-21 18:37:02+00:00,2G,Touch,Mount Lebanon,El Meten,32
LTE,415,3,802,1833991,0,35.5231,33.898,1000,8,1,1458593317,1755264542,0,2016-03-21 20:48:37+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Beirut,Beirut,38
LTE,415,3,803,1860102,0,35.5337,33.8954,1000,11,1,1458593317,1751919363,0,2016-03-21 20:48:37+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Beirut,Beirut,44
LTE,415,3,802,1801992,0,35.5225,33.8915,1000,4,1,1463807171,1725390182,0,2016-05-21 05:06:11+00:00,2024-09-03 19:03:02+00:00,4G,Touch,Beirut,Beirut,101
GSM,415,3,610,1761,0,35.6392,33.9268,669,50,1,1464890012,1727694067,0,2016-06-02 17:53:32+00:00,2024-09-30 11:01:07+00:00,2G,Touch,Mount Lebanon,El Meten,527
GSM,415,3,612,5312,0,35.6712,34.2628,1534,49,1,1467605240,1727703846,0,2016-07-04 04:07:20+00:00,2024-09-30 13:44:06+00:00,2G,Touch,North,El Batroun,90
GSM,415,3,612,10881,0,35.6393,34.1979,1260,50,1,1467605270,1727704143,0,2016-07-04 04:07:50+00:00,2024-09-30 13:49:03+00:00,2G,Touch,Mount Lebanon,Jbeil,48
GSM,415,3,612,10882,0,35.6372,34.1919,1116,50,1,1467605270,1727704143,0,2016-07-04 04:07:50+00:00,2024-09-30 13:49:03+00:00,2G,Touch,Mount Lebanon,Jbeil,71
LTE,415,3,122,2107654,0,35.4936,33.8559,796,36,1,1467675105,1761635882,0,2016-07-04 23:31:45+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,69
LTE,415,3,122,1819911,0,35.4938,33.8611,1000,12,1,1467675105,1755264541,0,2016-07-04 23:31:45+00:00,2025-08-15 13:29:01+00:00,4G,Touch,Mount Lebanon,Baabda,71
LTE,415,3,122,2107655,0,35.4938,33.8478,1140,22,1,1467675105,1755264541,0,2016-07-04 23:31:45+00:00,2025-08-15 13:29:01+00:00,4G,Touch,Mount Lebanon,Baabda,57
LTE,415,3,101,1793030,0,35.4897,33.8852,1000,10,1,1467675103,1761635882,0,2016-07-04 23:31:43+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Beirut,Beirut,127
LTE,415,3,122,1819910,0,35.4945,33.8684,1000,18,1,1467675105,1755264541,0,2016-07-04 23:31:45+00:00,2025-08-15 13:29:01+00:00,4G,Touch,Beirut,Beirut,78
LTE,415,3,802,1833734,0,35.5198,33.8883,1000,12,1,1467720374,1751919366,0,2016-07-05 12:06:14+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Beirut,Beirut,122
LTE,415,3,113,1836039,0,35.5905,33.9357,1000,20,1,1467720374,1755264542,0,2016-07-05 12:06:14+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,31
LTE,415,3,101,1891079,0,35.4945,33.8865,1000,4,1,1467836481,1761635882,0,2016-07-06 20:21:21+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Beirut,Beirut,121
GSM,415,1,6100,6140,0,35.787,33.6376,5433,69,1,1468393900,1723729624,0,2016-07-13 07:11:40+00:00,2024-08-15 13:47:04+00:00,2G,Alfa,Bekaa,West Bekaa,889
LTE,415,3,122,2210822,0,35.4872,33.8842,1000,8,1,1468685203,1761635882,0,2016-07-16 16:06:43+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Beirut,Beirut,122
UMTS,415,3,921,19786678,173,35.558,33.8917,720,50,1,1400476302,1751919367,0,2014-05-19 05:11:42+00:00,2025-07-07 20:16:07+00:00,3G,Touch,Mount Lebanon,El Meten,30
UMTS,415,1,3106,406657,84,35.5081,33.8964,1000,4,1,1469091702,1727248144,0,2016-07-21 09:01:42+00:00,2024-09-25 07:09:04+00:00,3G,Alfa,Beirut,Beirut,45
LTE,415,3,805,1923591,0,35.6307,33.9784,500,50,1,1469171182,1736922901,0,2016-07-22 07:06:22+00:00,2025-01-15 06:35:01+00:00,4G,Touch,Mount Lebanon,Kesrwane,59
LTE,415,3,805,2178566,0,35.6287,33.9812,546,27,1,1469171182,1755372361,0,2016-07-22 07:06:22+00:00,2025-08-16 19:26:01+00:00,4G,Touch,Mount Lebanon,Kesrwane,34
LTE,415,3,805,1873928,0,35.6148,33.9793,1000,17,1,1469171182,1751919362,0,2016-07-22 07:06:22+00:00,2025-07-07 20:16:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,49
LTE,415,3,805,2178567,0,35.6234,33.9789,1000,23,1,1469171182,1736922902,0,2016-07-22 07:06:22+00:00,2025-01-15 06:35:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,72
LTE,415,3,805,2178568,0,35.6192,33.9788,1000,17,1,1469171182,1736922902,0,2016-07-22 07:06:22+00:00,2025-01-15 06:35:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,78
LTE,415,3,122,1829127,0,35.4866,33.8526,1000,4,1,1470100350,1761635882,0,2016-08-02 01:12:30+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,39
LTE,415,3,122,2210819,0,35.4849,33.8622,2663,9,1,1470141366,1761635882,0,2016-08-02 12:36:06+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,42
LTE,415,3,113,1884422,0,35.5877,33.9268,779,26,1,1470141364,1751919369,0,2016-08-02 12:36:04+00:00,2025-07-07 20:16:09+00:00,4G,Touch,Mount Lebanon,El Meten,37
LTE,415,3,122,1871622,0,35.4861,33.8538,1000,6,1,1470141365,1761635882,0,2016-08-02 12:36:05+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,31
LTE,415,3,122,1821704,0,35.4889,33.8543,1000,4,1,1470100350,1761635882,0,2016-08-02 01:12:30+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,40
LTE,415,3,113,1836038,0,35.5903,33.937,847,47,1,1470141363,1755264542,0,2016-08-02 12:36:03+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,34
LTE,415,3,113,1905414,0,35.5918,33.9352,1777,50,1,1470195213,1727460184,0,2016-08-03 03:33:33+00:00,2024-09-27 18:03:04+00:00,4G,Touch,Mount Lebanon,El Meten,38
LTE,415,3,805,1873926,0,35.6188,33.9817,1000,4,1,1470941671,1751919362,0,2016-08-11 18:54:31+00:00,2025-07-07 20:16:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,75
LTE,415,3,804,1821959,0,35.6326,33.9386,2401,50,1,1470941671,1738090201,0,2016-08-11 18:54:31+00:00,2025-01-28 18:50:01+00:00,4G,Touch,Mount Lebanon,El Meten,289
LTE,415,3,113,1908232,0,35.5947,33.927,1746,24,1,1471043336,1755264543,0,2016-08-12 23:08:56+00:00,2025-08-15 13:29:03+00:00,4G,Touch,Mount Lebanon,El Meten,112
LTE,415,3,803,1890056,0,35.5308,33.8834,1306,22,1,1471075649,1751919366,0,2016-08-13 08:07:29+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Beirut,Beirut,37
LTE,415,3,803,1818888,0,35.5396,33.8788,1000,13,1,1471698625,1739349482,0,2016-08-20 13:10:25+00:00,2025-02-12 08:38:02+00:00,4G,Touch,Mount Lebanon,El Meten,55
LTE,415,3,803,1890055,0,35.5313,33.8795,1000,19,1,1471698625,1751919366,0,2016-08-20 13:10:25+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,39
LTE,415,3,101,1793538,0,35.498,33.8845,1000,8,1,1471709778,1725390183,0,2016-08-20 16:16:18+00:00,2024-09-03 19:03:03+00:00,4G,Touch,Beirut,Beirut,123
LTE,415,3,802,2037512,0,35.5179,33.8922,1000,10,1,1472110002,1751919366,0,2016-08-25 07:26:42+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Beirut,Beirut,108
LTE,415,3,111,2212615,0,35.5218,33.8852,1000,7,1,1472209613,1751919367,0,2016-08-26 11:06:53+00:00,2025-07-07 20:16:07+00:00,4G,Touch,Beirut,Beirut,119
UMTS,415,3,901,19760444,231,35.5124,33.8921,1000,2,1,1472274698,1751919364,0,2016-08-27 05:11:38+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,80
UMTS,415,3,901,19772999,159,35.5337,33.8978,1000,6,1,1472623755,1751919364,0,2016-08-31 06:09:15+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,39
UMTS,415,1,3106,409978,228,35.5099,33.8973,1000,12,1,1472957254,1727248144,0,2016-09-04 02:47:34+00:00,2024-09-25 07:09:04+00:00,3G,Alfa,Beirut,Beirut,44
UMTS,415,3,901,19757243,0,35.5063,33.895,500,33,1,1399957047,1751919364,0,2014-05-13 04:57:27+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,52
LTE,415,3,122,2210824,0,35.4849,33.8791,3754,27,1,1473540708,1761635882,0,2016-09-10 20:51:48+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Beirut,Beirut,61
GSM,415,1,6100,78,0,35.8238,33.6607,9469,111,1,1473637531,1723380002,0,2016-09-11 23:45:31+00:00,2024-08-11 12:40:02+00:00,2G,Alfa,Bekaa,West Bekaa,897
LTE,415,3,803,1881608,0,35.5385,33.8751,1000,14,1,1473823352,1751919365,0,2016-09-14 03:22:32+00:00,2025-07-07 20:16:05+00:00,4G,Touch,Mount Lebanon,El Meten,73
LTE,415,3,113,1884423,0,35.5876,33.9209,1000,8,1,1474049305,1751919370,0,2016-09-16 18:08:25+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,El Meten,34
LTE,415,3,807,1983233,0,35.4928,33.4178,1508,17,1,1474445234,1742485202,0,2016-09-21 08:07:14+00:00,2025-03-20 15:40:02+00:00,4G,Touch,El Nabatieh,El Nabatieh,403
LTE,415,3,807,1983234,0,35.479,33.4069,2928,12,1,1474517192,1742485202,0,2016-09-22 04:06:32+00:00,2025-03-20 15:40:02+00:00,4G,Touch,El Nabatieh,El Nabatieh,446
LTE,415,3,113,1904902,0,35.6127,33.9275,8607,25,1,1474915289,1755264543,0,2016-09-26 18:41:29+00:00,2025-08-15 13:29:03+00:00,4G,Touch,Mount Lebanon,El Meten,228
LTE,415,3,802,2182150,0,35.5291,33.8896,1000,14,1,1475071673,1751919367,0,2016-09-28 14:07:53+00:00,2025-07-07 20:16:07+00:00,4G,Touch,Beirut,Beirut,71
LTE,415,3,113,1904904,0,35.5788,33.9067,3633,27,1,1475126026,1755264543,0,2016-09-29 05:13:46+00:00,2025-08-15 13:29:03+00:00,4G,Touch,Mount Lebanon,El Meten,31
LTE,415,3,113,2214150,0,35.6138,33.9249,1000,18,1,1475126026,1755264543,0,2016-09-29 05:13:46+00:00,2025-08-15 13:29:03+00:00,4G,Touch,Mount Lebanon,El Meten,299
LTE,415,3,113,1887750,0,35.6006,33.9211,2461,17,1,1475126025,1755264542,0,2016-09-29 05:13:45+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,170
LTE,415,3,113,1877256,0,35.5929,33.9159,3330,29,1,1475126025,1755264542,0,2016-09-29 05:13:45+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,91
LTE,415,3,113,2214151,0,35.61,33.9234,834,25,1,1475126026,1755264543,0,2016-09-29 05:13:46+00:00,2025-08-15 13:29:03+00:00,4G,Touch,Mount Lebanon,El Meten,301
LTE,415,3,113,1904905,0,35.6051,33.9216,1000,11,1,1475126026,1755264542,0,2016-09-29 05:13:46+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,250
UMTS,415,3,901,19789252,460,35.4988,33.8943,1000,2,1,1475804594,1725390182,0,2016-10-07 01:43:14+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,87
UMTS,415,1,3106,407517,219,35.5254,33.8987,1000,19,1,1476501512,1727248144,0,2016-10-15 03:18:32+00:00,2024-09-25 07:09:04+00:00,3G,Alfa,Beirut,Beirut,44
GSM,415,1,6167,235,0,35.4864,33.8067,4221,30,1,1476547768,1749686050,0,2016-10-15 16:09:28+00:00,2025-06-11 23:54:10+00:00,2G,Alfa,Mount Lebanon,Aley,31
LTE,415,3,132,1869832,0,35.5471,33.8488,1359,36,1,1478160356,1751919366,0,2016-11-03 08:05:56+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,Baabda,199
UMTS,415,3,932,19814903,168,35.5386,33.8516,1000,9,1,1478722818,1739349721,0,2016-11-09 20:20:18+00:00,2025-02-12 08:42:01+00:00,3G,Touch,Mount Lebanon,Baabda,141
LTE,415,3,113,1877257,0,35.5891,33.9162,7445,35,1,1478794026,1738089902,0,2016-11-10 16:07:06+00:00,2025-01-28 18:45:02+00:00,4G,Touch,Mount Lebanon,El Meten,33
LTE,415,3,805,1873416,0,35.5973,33.9555,3802,50,1,1479719153,1751919363,0,2016-11-21 09:05:53+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,El Meten,69
GSM,415,1,6125,996,0,35.5187,33.8795,1000,24,1,1480076580,1724045164,0,2016-11-25 12:23:00+00:00,2024-08-19 05:26:04+00:00,2G,Alfa,Beirut,Beirut,59
LTE,415,3,802,2251272,0,35.5023,33.895,1000,5,1,1481075402,1751919370,0,2016-12-07 01:50:02+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Beirut,Beirut,51
UMTS,415,3,901,19784277,428,35.5071,33.8944,1000,11,1,1481708789,1751919364,0,2016-12-14 09:46:29+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,52
LTE,415,3,113,1818630,0,35.5806,33.9129,2505,31,1,1482065139,1751919369,0,2016-12-18 12:45:39+00:00,2025-07-07 20:16:09+00:00,4G,Touch,Mount Lebanon,El Meten,26
